product-name,,product-property,compnay-name,product-property 3,product-property 4,product-property 5,auth-gold-span,extra-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14 Inch PC Notebook Laptop Computer Price in China, DDR3 4GB 8GB RAM Custom Chinese Laptop",,"14 Inch Pc Notebook Laptop Computer Price In China, Ddr3 4Gb 8Gb Ram Custom Chinese Laptop
Specification : 
Related Products
Company Information
10+ Years ...",FOB Price:,,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_ZoKJqLkMkUid_fMomydeHfGDj.html?from=search&type=cs&target=prod&word=Laptop,-  / Piece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEM Intel Quad Core CPU Mini Laptop Online,,"Product Description
OEM intel Quad Core CPU mini laptop online
Detailed Photos
Engineered and reinforced for education purposes
   We focused on the special requirements that ...",Min. Order:,"Shenzhen Guangyuanpu Technology Co., Ltd.","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_EKpmPgtAjdYx_eMqELDlxqaHr.html?from=search&type=down&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chimei 15.4inch Glare Laptop LCD Display 316cm/M2 Brightness N154c6-L02 LCD Panel,,"Chimei 15.4' glare laptop lcd display 316cm/m2 brightness N154C6-L02 lcd panel 
CMO N154C6-L02 General Features
Product Show 
Buyer Reading 
Payment: T/T
 ...",Min. Order:,"Shenzhen Richshine Technology Co., Ltd.","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_USxnsIgCbVki_UblnPHIhvTDi.html?from=search&type=down&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.3-Inch Ultrabook All-Metal Ultra-Thin Laptop The 6th Generation I7 Student Laptop,,"13.3-inch ultrabook all-metal ultra-thin laptop the 6th generation i7 student laptop
Five-generation I5-5200U 4G memory 120G solid-state hard disk
Six-generation I5-6200U 4G ...",FOB Price:,Fox Etech Limited,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_sSEJWcZxaVpQ_DeLxwSQBHzcJ.html?from=search&type=down&target=prod&word=Laptop,-  / Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1 Inch Wholesale OEM Intel Laptop Computer Notebook Custom,,"14.1 inch Wholesale OEM Intel laptop computer notebook custom
Specification : 
Related Products
Company Information :
FAQ:
Q1. Why choose ...",FOB Price:,,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_RMvxBthKarlQ_fMomydeHfGDj.html?from=search&type=cs&target=prod&word=Laptop,-  / Piece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.3 Inch Laptop WiFi Notebook PC (SM-LA13),,"Colour: Black/white/blue/yellow
Payment: We accept alipay(escrow), paypal, western union, T/T.
Shipping: We guarantee to ship out within 48 hours after payment ...",FOB Price:,"Shine-Man Technology Co., Ltd.","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_FoxJGUAVgscq_gqtJKMLvglVA.html?from=search&type=free&target=prod&word=Laptop,-  / Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gaming Laptop G17 Intel i7-7700HQ, NVIDIA GeForce GTX1060, GDDR5 (Bareone)",,,FOB Price:,Bben Intelligent Technology Inc.,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_rMxJluYvOFac_vKEmXgaCgYAS.html?from=search&type=free&target=prod&word=Laptop,-  / Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6 Inch Convertible Yoga Educational Notebook 4GB RAM 128GB SSD Kids Learning Computer ...,,"11.6 inch Convertible Yoga Educational Notebook 4GB RAM 128GB SSD Kids Learning computer laptop
Product Details
Specifications
Related Products
Company ...",FOB Price:,,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_ZovQeCkhwRiF_fMomydeHfGDj.html?from=search&type=cs&target=prod&word=Laptop,-  / Piece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.2 Inch Laptop with Touch Screen and 360 Rotate (UMPC-1020E),,"CPU Intel Atom N280 360 Roate
LCD Touch screen
OS Windows 2000/XP, Vista or Linux
SDROM 1G
HDD 2.5INCH 160G SATA
LCD 10.2 TFT screen,
Resolution ratio 1024× 600 WXGA ...",Min. Order:,Sunlike (H. K) International Electronic ...,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_ybmxFwrYXtie_QbMJdruAIxlz.html?from=search&type=down&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEM Intel Quad Core I5 I7 Mini Portable Laptop,,"Product Description
OEM intel Quad Core i5 i7 mini portable laptop
Detailed Photos
Engineered and reinforced for education purposes
   We focused on the special requirements ...",Min. Order:,"Shenzhen Guangyuanpu Technology Co., Ltd.","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_YKpJzgAPudrt_eMqELDlxqaHr.html?from=search&type=down&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Product Core I7 Ultra Thin 15.6 Inch Notebook Computer Factory Direct Sales Mobile ...,,"We are the professional factory for laptop PC, notebook computer, smartphone, table PC more than 15 years. Please contact us if are interested in these products. We can quote the ...",FOB Price:,All Glory Development Limited,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_WKvnYyoJnZRl_tedElbuPfBkO.html?from=search&type=free&target=prod&word=Laptop,-  / Piece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"One Netbook Onemix 3S Meow Star Yoga 8.4"" Mini Laptop Pocket PC 10th Intel CPU Core ...",,"[Powerful CPU & Large Capacity]
Within its sleek unibody aluminum alloy design shell, our OneMix 3S Meow Star yoga pocket laptop packs a powerful 10th Generation Intel Core ...",FOB Price:,"Shenzhen One-Netbook Technolog Co., Ltd.","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_gFimqUCEYrVz_YonQwduxHjcU.html?from=search&type=free&target=prod&word=Laptop,/ Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factory Price Password Lock Laptop Lock,,"Factory price password lock laptop lock
1. Material: Zinc-alloy
2. Surface treatment: Black chrome plating
3. Applicability: Laptop, tablet PC, desktop, projector, LCD TV, ...",FOB Price:,"Shenzhen Sinwe Industrial Co., Ltd.","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_SjxEOYdDfUcv_KqyQGLaVAohZ.html?from=search&type=free&target=prod&word=Laptop,/ Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Getac 13.3"" Fully Rugged IP65 Notebook B300",,"Main Feature: 
1. Industry-leading Getac QuadraClear™ Sunlight Readable Technology: 
Optional 1400 Nits LCD with Touchscreen 
2.2nd Generation Intel® ...",Min. Order:,"Luchengtech Co., Ltd.","Beijing, China",https://www.made-in-china.com/sendInquiry/prod_SKJEVBmdJGpr_QeInSHOlaGDU.html?from=search&type=down&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 Inch, Six or Seven Generation Core I7, All Metal, Similar Apple, Super Laptop",,"13 inch, six or seven generation core i7, all metal, Similar apple, super Laptop
13 inch, 5th or 6th or 7th generation core i7, all metal, Similar apple, super Laptop
 ...",FOB Price:,Fox Etech Limited,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_gXlQuSIxYPrO_DeLxwSQBHzcJ.html?from=search&type=down&target=prod&word=Laptop,/ Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OEM ODM Factory Yoga Gemini Lake 4GB RAM 128GB SSD Computer 11.6 Inch Touchscreen ...,,"OEM ODM Factory Yoga Gemini Lake 4GB Ram 128GB SSD Computer 11.6 inch Touchscreen Educational Notebook 
Product Details
Specifications
Related Products
 ...",FOB Price:,,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_ZbXJowcrSYId_fMomydeHfGDj.html?from=search&type=cs&target=prod&word=Laptop,-  / Piece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Latest Laptop PC Computer 17.3 Inch Core I7-4800mq Quad-Core 2.70GHz - 32GB RAM, 750GB HDD ...",,"Latest laptop pc computer 17.3 inch Core i7-4800MQ Quad-Core 2.70GHz - 32GB RAM, 750GB HDD + 512GB SSD
General
System Type: Notebook pc computer
Recommended Use: Small ...",Min. Order:,"Shenzhen Kuyu Electronics Co., Limited","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_jeVmAhHMLdUw_EeDJiHlBsaDI.html?from=search&type=down&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Inch Windows 10 Laptop with 1920*1080 Screen,,"14.1 inch ultrabook laptop computer
Win 8.1 or Win 10 system
1G / 2G /4G RAM and 160Gb / 320Gb / 500Gb HDD optional
Intel J1800 dual core CPU or J1900 Quad core CPU optional ...",FOB Price:,"Unicus Co., Limited","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_SBFQVWMofLkx_tbGEcluoOTIs.html?from=search&type=down&target=prod&word=Laptop,-  / Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Holder for iPad (KP-918-1 silver2),,"Floor Stand with Reading Lamp for iPad
Model:KP-918 (Silver)
Available iPad\iPad2\ new iPad
Color silver, red, blue
Size 63*49*96.5cm
Weight 1.8Kg
Feature Adjust randomly ...",Min. Order:,"Shenzhen Jace Electronics Co., Ltd.","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_uSWQrilDsxcH_ubjQpslrCocD.html?from=search&type=free&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wireless Bluetooth Mini USB 2.4G I8 Game Keyboard for Smart TV iPad Tablet,,"Wireless USB game keyboard
Product specifications:
1. Size: 146.8 * 97.5 * 19 mm (L * W * H)
2. The working distance: 15 m
3. The transmission power: + 5 db
4 working ...",FOB Price:,,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_BNGQktdVYacm_RqWEdwuDhAiU.html?from=search&type=cs&target=prod&word=Laptop,-  / Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021 New Hot Chuwi Herobook PRO 14.1 Inch Windows 10 Laptop PC 8GB RAM 256GB ROM with ...,,"Product Manual
Product Details",FOB Price:,,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_VwOJsagunzhl_beWxhHJvXTDO.html?from=search&type=cs&target=prod&word=Laptop,-  / Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factory New Cheap 14 Inch Notebook,,"Type:Netbook
Screen Size:14""
Hard Drive Capacity:250GB
Memory Capacity:2gb
Weight:2.0kg
Processor Main Frequency:1.8Ghz
RAM:2GB
ROM:16GB
Camera:Front 0.3MP ...",FOB Price:,,"Fujian, China",https://www.made-in-china.com/sendInquiry/prod_MZWfpdBrlUkj_jbMJtnFvZAIX.html?from=search&type=cs&target=prod&word=Laptop,/ Piece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fast Processing Speed USB 3.0 Transmission Ultra Thin Laptop 15.6 Inch 8GB Notebook ...,,"Product Discription:
Quick Details
Parameters Table
COMPANY INFORMATIONShenzhen Gtnkn Technology Co., LTDWe are Tablet PC, Laptops and AIO PC Factory ...",FOB Price:,,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_sdKAecnVCpWE_cbQJakETvjho.html?from=search&type=cs&target=prod&word=Laptop,-  / Piece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radiation Eliminator,,"Radiation Eliminator. 
( Patent Product )
Protects computer user's health! ! ! 
How many Computer users on how much demand! 
PRODUCT FEATURES: 
* Fashion with LCD display. ...",Min. Order:,F&L Company,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_XSYnexcUVakQ_nARmkDQUixJJ.html?from=search&type=free&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Custom 360 Degree Rotatable Hub Friction Hinge for Laptop LCD Screen,,"Description: 
This is the appropriate hinge for the area which connects the LCD portion and keyboard portion of a notebook computer, net book, PDA, or other device. It is possible ...",FOB Price:,,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_JyxmNbqraghL_qbkJNHMuHalf.html?from=search&type=cs&target=prod&word=Laptop,-  / Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Stand (ID-U1),,"Laptop stand turns your laptop into a desktop instantly. 
Key Features: 
1. Six gears adjustable setting position
2. Relieves back, neck, and eye strain
3. Improves ...",FOB Price:,"Guangzhou Fenghe Electronics Co., Ltd.","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_pbiEFetAXlkd_tMSnVGePYzWk.html?from=search&type=down&target=prod&word=Laptop,/ Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Inch Small Laptop (E-70),,"Processor JDZ228 Wince(ARM926E )
Operating System Wince5.0
Main Memory 128MB
Hard Drive Nand Flash /SD Card(1GB_4GB)
Display 7"" LCD(800*480)
Display Adapter ...",,"Shenzhen Keystar Technology Co., Ltd.","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_pMrEBYgPaDcK_RQEnBxpGcJrT.html?from=search&type=free&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaming Computer Notebook PC G750jm 17.3-Inch Core I7 4700hq - 12GB RAM,,"Gaming computer Notebook PC G750JM 17.3-inch Core i7 4700HQ - 12GB RAM, 1TB HDD",Min. Order:,Shenzhen Anga Technology Limited,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_cKfQEwVlbMki_pMHElIbjgAiD.html?from=search&type=down&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13.3""HD Intel Celeron Quad-Core CPU Dual Storage Windwos10 Laptop with 4GB/500GB and SSD ...",,"Notebook 
Processor Intel Quad-core Celeron J1900 2.0GHZ
Memory 4GB /8GB for optional )
Hard Drive HDD 500GB /1T for optional ) Or + 32G/64G/128G/256GB SSD for ...",FOB Price:,"Shenzhen Kingleader Digital Technology Co., ...","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_iswxRovMSkhS_TbqnwdLXZxlI.html?from=search&type=down&target=prod&word=Laptop,-  / Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cheap 12"" 2GB 4GB RAM Laptop  for  Sale  in  China  with  ...",,"Cheap 12"" 2Gb 4Gb Ram Laptop For Sale In China With Prices
Specifications:
Product Details: 
Related Products:
About Vitek:
10+ Years Experience on Tablet PC ...",FOB Price:,,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_mOCQxTryYUhS_bMqnEoKdEAIB.html?from=search&type=cs&target=prod&word=Laptop,-  / Piece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notebook DM2516XP,,"CPU: Intel® Atom Mobile D425 1.8
Chipset: Intel® 945GSE+ICH7-M
Build-in WiFi: 802.11 B/G/N
RAM: 1GB DDR2 667MHz (support upto 2GB)
Storage Device: 2.5"" SATA HDD 160G ...",FOB Price:,"Smartpadsmartphone (Digitalmobile) Co., Ltd.","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_kbUQoYtVHvpy_uolJKvcGbWVP.html?from=search&type=free&target=prod&word=Laptop,/ Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laotop Macc Book PRO I5, 16GB, 512 SSD - Chinese for Apple",,"Macc Book Pro i5, 16GB, 512 SSD - Chinese for Apple
CPU: i5
Memory: 16GB
SSD: 512GB
Language: Chinese",FOB Price:,"Charming Industry Co., Limited","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_RFgGtrSzspWP_gvoahZQTglpk.html?from=search&type=free&target=prod&word=Laptop,/ Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.6"" Intel Atom Laptop/Mini Notebook",,"LCD Display
11.6'' INCH SCREEN
Pocessor&Cache
INTEL ATOM N450 1.6GHz
Mainboard chipest
Intel 945GSE+ICH7-M
System Memory
DDR2 1GB SUPPORT 2GB
Graphics Core
INTEL ...",Min. Order:,Twister Industry(Hk) Company,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_MbKEaRZrZSkI_nMwxFkfJbHWB.html?from=search&type=free&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop-T80-14""",,"T80
Easy recover Windows from virus attack and boot failures
Support one-key recovery function
{Twins Backup 4.0}
Backup your entire system
Smart to create Secure Area ...",FOB Price:,"Shijiazhuang Juexiu Imports &Exports Co., Ltd","Hebei, China",https://www.made-in-china.com/sendInquiry/prod_koKxiqbrZZYU_NMKJUAaHvkRT.html?from=search&type=free&target=prod&word=Laptop,/ Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lock (YF21067),,"1. Specifications: 55x20x22mm
2. Weight: 47.4G
3. Cable length: 2m
4. Cable Diameter: 5.0",FOB Price:,Just Lock Company Ltd.,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_PoKxBLwYEdcG_XqAJKxMYJeWE.html?from=search&type=free&target=prod&word=Laptop,-  / Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tablet PC ABS Adjustable Headrest Car Mount Holder for iPad2,,"1. New car mount holder for iPad1/2
2. This mount allows your iPad to rotate with different angle, even 360° Rotation or upward/downward
3. Clip it on the back of car ...",FOB Price:,"Dongguan Hing Wong Industry Co., Ltd.","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_iStxAsUJqGVB_cbEJWKfzaBVr.html?from=search&type=free&target=prod&word=Laptop,/ Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheapest Laptop in China Bulk Laptops for Sale 13.5 Inch Tablet PC 128g SSD Laptop,,,FOB Price:,"Shenzhen Orango Technology Co., Ltd.","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_EdZaxfGAIUhk_rBvGVYgohlpq.html?from=search&type=down&target=prod&word=Laptop,/ Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 inch Mini Notebook (KW-701PC),,"1. Processor: XBurst 400 MHz 32-bit CPU 
2. Display terminal: 7-inch 800*480 true-color LCD 
3. RAM: 128M RAM 
4. Storage: 512M NAND Flash 
5. USB port: 2 extensible USB ports ...",,Kinwish Group Limited,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_bMCJRgtEgPWO_IeCQxlvdArco.html?from=search&type=free&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Inch J4105 Best Price Custom Ultra-Thin Laptop Computer Business Laptop 8GB+256GB SSD,,"OEM mini 14 inch j4105 /j4115/j4125 8GB+0GB laptop pc notebook computer windows 10 for Home&Office
Product Description
Detailed Photos
 ...",FOB Price:,,"Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_rZSxGEUMJHVI_wqZEFQmJCuVv.html?from=search&type=cs&target=prod&word=Laptop,-  / Piece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mac Slim Laptop,,"Color: Rose red /silver
OS: Linux/windows
CPU: Atom n270 1.6GHz
Screen: 11.6""LED
Memory: Ddrii 1GB, up to 2GB(optional)
HDD: SATA 160GB, up to 320GB(optional)
Camera: 1.3 ...",,"AIBO International CO., Limited","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_PqLmYwCUHoWJ_rIxQhypKVJRk.html?from=search&type=free&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19V 7.1A 135W Laptop Battery Replacement for HP PA-1131-08H 5.5mm*2.5mm,,"19V 7.1A 135W battery laptop computer FOR HP PA-1131-08H 5.5mm*2.5mm
Specification:
Replacement adapter for the following part numbers:
1. Sample: available
2. MOQ ...",FOB Price:,"Vida Digit Co., Limited","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_UBhEXsFdQckV_ObeEXNZPwJcs.html?from=search&type=down&target=prod&word=Laptop,/ Piece,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MP2-S1a Mini Laptop, 7inch, 330MHz, 128MB, 2G HDD, WiFi",,"PU: ARM926EJ and 300MHz chipset
Measurement: 240X170X25mm
System: Windows® XP/LINUX etc. 
Memory: 128MB DDR 
Storage Device: 2GB Nand Flash
Display: 7 inch LCD, resolution ...",,Eintrasse Industrial (HK) Ltd.,Hongkong S.A.R.,https://www.made-in-china.com/sendInquiry/prod_AMCnDugOfehN_pHxEkwtJTnoi.html?from=search&type=down&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop (L102),,"10.2""
INTEL ATOM N270 dual core 1.6GHz 133MHz 
Support Windows® XP/LINUX/VISTA etc. 
1GB (DDR2)
SATA 2.5"" HDD 160G
10.2""WVGA wide-screen
1024*600
Intel Generation 3.5 ...",,"IR Electronics Co., Ltd","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_aboEfGMTsDkS_YbNxTOZMEgcL.html?from=search&type=down&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini 10.2 Laptops,,"Product Name: Mini 10.2 Laptops(Intel CPU)ItemCatalog: China brand laptops 
Short Description: 10.2"" Mini, Portable, Fashion Notebook. Various colors/styles for your option, Kinds ...",Min. Order:,"Fun Seng International Co., Ltd.","Guangdong, China",https://www.made-in-china.com/sendInquiry/prod_TMeEQctbVxaZ_sMeQozDxJEfb.html?from=search&type=free&target=prod&word=Laptop,,javascript:void('Please Leave a Message'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
